id,utterance,intent,entities,context,language,channel,sentiment,source
2146,talk later,goodbye,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",general,en,messenger,neutral,synthetic_v1
2147,can I cancel for free?,inquire_cancellation_policy,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_booking,en,messenger,neutral,synthetic_v1
2148,what room types do you have?,inquire_room_type,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_booking,en,phone,neutral,synthetic_v1
2149,requesting late checkout at 1pm,request_late_checkout,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",in_stay,en,chat,neutral,synthetic_v1
2150,what's the meaning of life,unknown,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",general,en,phone,neutral,synthetic_v1
2151,price for family suite 2026-10-04 to 2026-10-09?,inquire_price,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-10-04"", ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": ""Family Suite"", ""adults"": 3, ""children"": 1, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null, ""price_quote"": 310.7}",pre_booking,en,web,neutral,synthetic_v1
2152,any availability from 2026-08-24 for 1 nights?,inquire_availability,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-08-24"", ""check_out"": ""2026-08-25"", ""nights"": 1, ""room_code"": ""STD"", ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_booking,en,chat,neutral,synthetic_v1
2153,book a deluxe room for 1 adults and 1 children from 2025-12-05 to 2025-12-10,make_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": ""2025-12-05"", ""check_out"": ""2025-12-10"", ""nights"": 5, ""room_code"": ""DLX"", ""room_type"": ""Deluxe Room"", ""adults"": 1, ""children"": 1, ""guests_total"": 2, ""name"": ""Sam Garcia"", ""email"": ""sam.garcia367@mail.com"", ""phone"": ""+12174964107"", ""view"": null, ""breakfast_included"": true, ""parking_required"": true, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": ""high floor""}",booking,en,whatsapp,positive,synthetic_v1
2154,go ahead,confirm,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",booking,en,chat,positive,synthetic_v1
2155,I want to reserve deluxe room 2026-03-04 - 2026-03-09 for 1 guests,make_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-03-04"", ""check_out"": ""2026-03-09"", ""nights"": null, ""room_code"": ""DLX"", ""room_type"": ""Deluxe Room"", ""adults"": 1, ""children"": 0, ""guests_total"": 1, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": true, ""parking_required"": false, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": ""high floor""}",booking,en,app,positive,synthetic_v1
2156,can I check in early?,request_early_checkin,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_arrival,en,phone,neutral,synthetic_v1
2157,I need to cancel booking 16dcbcda,cancel_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": ""16dcbcda"", ""special_requests"": null}",post_booking,en,whatsapp,negative,synthetic_v1
2158,I want to reserve standard 2026-01-25 - 2026-01-26 for 2 guests,make_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-01-25"", ""check_out"": ""2026-01-26"", ""nights"": 1, ""room_code"": null, ""room_type"": ""Standard Room"", ""adults"": 1, ""children"": 1, ""guests_total"": 2, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": true, ""parking_required"": true, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": ""crib""}",booking,en,web,positive,synthetic_v1
2159,I want to reserve suite 2026-02-18 - 2026-02-22 for 1 guests,make_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-02-18"", ""check_out"": ""2026-02-22"", ""nights"": 4, ""room_code"": ""STE"", ""room_type"": ""Ocean Suite"", ""adults"": 1, ""children"": null, ""guests_total"": 1, ""name"": ""Shawn Rodriguez"", ""email"": ""shawn.rodriguez485@outlook.com"", ""phone"": ""+16944129148"", ""view"": null, ""breakfast_included"": null, ""parking_required"": true, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": ""crib""}",booking,en,whatsapp,positive,synthetic_v1
2160,"loud neighbors, can't sleep",complaint_noise,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",in_stay,en,app,negative,synthetic_v1
2161,price for standard 2026-02-23 to 2026-02-25?,inquire_price,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-02-23"", ""check_out"": null, ""nights"": null, ""room_code"": ""STD"", ""room_type"": ""Standard Room"", ""adults"": 2, ""children"": 0, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null, ""price_quote"": 129.0}",pre_booking,en,app,neutral,synthetic_v1
2162,I want to reserve ocean suite 2025-12-13 - 2025-12-18 for 2 guests,make_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": ""2025-12-13"", ""check_out"": ""2025-12-18"", ""nights"": 5, ""room_code"": ""STE"", ""room_type"": ""Ocean Suite"", ""adults"": 2, ""children"": 0, ""guests_total"": 2, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": false, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": ""high floor""}",booking,en,web,positive,synthetic_v1
2163,I want to reserve ocean suite 2025-11-21 - 2025-11-24 for 2 guests,make_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": ""2025-11-21"", ""check_out"": ""2025-11-24"", ""nights"": 3, ""room_code"": ""STE"", ""room_type"": ""Ocean Suite"", ""adults"": 1, ""children"": 1, ""guests_total"": 2, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": false, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": ""high floor""}",booking,en,whatsapp,positive,synthetic_v1
2164,"please make a booking 2026-06-27 for 3 nights, queen room",make_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-06-27"", ""check_out"": ""2026-06-30"", ""nights"": 3, ""room_code"": ""STD"", ""room_type"": ""Standard Room"", ""adults"": 2, ""children"": 1, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": ""high floor""}",booking,en,phone,positive,synthetic_v1
2165,do you offer parking?,inquire_parking,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_booking,en,chat,neutral,synthetic_v1
2166,what room types do you have?,inquire_room_type,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_booking,en,messenger,neutral,synthetic_v1
2167,early check-in around 11am?,request_early_checkin,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_arrival,en,web,neutral,synthetic_v1
2168,I need to cancel booking 4b494c4a,cancel_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": ""4b494c4a"", ""special_requests"": null}",post_booking,en,app,negative,synthetic_v1
2169,any availability from 2026-05-16 for 1 nights?,inquire_availability,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-05-16"", ""check_out"": ""2026-05-17"", ""nights"": 1, ""room_code"": ""STD"", ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",pre_booking,en,app,neutral,synthetic_v1
2170,book a standard for 1 adults  from 2026-03-26 to 2026-03-28,make_reservation,"{""hotel_id"": ""HTL001"", ""check_in"": ""2026-03-26"", ""check_out"": null, ""nights"": null, ""room_code"": ""STD"", ""room_type"": ""Standard Room"", ""adults"": 1, ""children"": 0, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": false, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": ""quiet side""}",booking,en,chat,positive,synthetic_v1
2171,yes,confirm,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null}",booking,en,whatsapp,positive,synthetic_v1
2172,do you have breakfast?,inquire_amenities,"{""hotel_id"": ""HTL001"", ""check_in"": null, ""check_out"": null, ""nights"": null, ""room_code"": null, ""room_type"": null, ""adults"": null, ""children"": null, ""guests_total"": null, ""name"": null, ""email"": null, ""phone"": null, ""view"": null, ""breakfast_included"": null, ""parking_required"": null, ""pet_type"": null, ""promo_code"": null, ""payment_method"": null, ""reservation_id"": null, ""special_requests"": null, ""amenity"": ""breakfast""}",pre_booking,en,chat,neutral,synthetic_v1
